Price,Year,Kilometer,Transmission,Owner,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
4200000,2018,90868,0,0,1999.0,177.0,430.0,2.0,4731.0,2071.0,1651.0,5.0,82.0
2950000,2015,84700,0,1,2993.0,258.0,560.0,2.0,4886.0,1938.0,1762.0,5.0,52.00735218508998
12500000,2022,22010,0,0,1997.0,296.0,400.0,2.0,4879.0,2073.0,1803.0,5.0,104.0
1750000,2015,72000,0,1,2982.0,169.0,343.0,2.0,4705.0,1840.0,1850.0,7.0,80.0
395000,2018,75500,1,0,999.0,67.0,91.0,0.0,3679.0,1579.0,1478.0,5.0,28.0
2790000,2018,25000,0,0,1995.0,188.0,400.0,0.0,4439.0,1821.0,1612.0,5.0,51.0
2475000,2018,38000,0,0,1968.0,184.0,380.0,2.0,4385.0,1831.0,1608.0,5.0,64.0
145000,2009,39586,1,0,1061.0,67.0,84.0,0.0,3520.0,1475.0,1690.0,5.0,35.0
750000,2018,33647,0,0,1197.0,82.0,115.0,0.0,3985.0,1734.0,1505.0,5.0,40.0
800000,2012,75576,0,1,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
950000,2016,86000,1,0,2179.0,138.0,330.0,0.0,4585.0,1890.0,1785.0,7.0,70.0
569000,2018,57847,1,0,1197.0,81.0,114.0,0.0,3765.0,1660.0,1520.0,5.0,43.0
470000,2016,74000,1,0,1197.0,83.0,115.0,0.0,3995.0,1695.0,1555.0,5.0,42.0
5350000,2015,58000,0,0,2967.0,245.0,550.0,2.0,4846.0,2155.0,1705.0,5.0,85.0
450000,2014,85000,1,1,1461.0,84.0,200.0,0.0,4331.0,1822.0,1671.0,5.0,50.0
299000,2016,26000,1,0,999.0,67.0,91.0,0.0,3679.0,1579.0,1478.0,5.0,28.0
1875000,2020,18000,0,0,1353.0,138.0,242.0,0.0,4300.0,1790.0,1635.0,5.0,50.0
1825000,2022,11000,0,0,2184.0,130.0,300.0,2.0,3985.0,1820.0,1844.0,4.0,57.0
4459000,2018,57300,0,0,2179.0,148.0,400.0,2.0,4600.0,2069.0,1724.0,7.0,65.0
1195000,2010,74000,0,1,2497.0,177.0,400.0,0.0,4841.0,1846.0,1468.0,5.0,70.0
790000,2019,25000,0,0,1197.0,82.0,113.0,0.0,3995.0,1745.0,1510.0,5.0,37.0
1095000,2017,39000,0,1,1591.0,122.0,154.0,0.0,4270.0,1780.0,1630.0,5.0,60.0
1950000,2020,45000,1,0,2393.0,148.0,343.0,1.0,4735.0,1830.0,1795.0,7.0,55.0
525000,2015,80852,0,1,1198.0,103.0,175.0,0.0,3970.0,1682.0,1453.0,5.0,45.0
2100000,2018,75592,0,0,2999.0,174.0,380.0,1.0,4825.0,1860.0,1840.0,7.0,65.0
270000,2014,54420,1,0,998.0,67.0,90.0,0.0,3620.0,1475.0,1460.0,5.0,35.0
894999,2015,39780,0,0,1798.0,138.0,173.0,0.0,4620.0,1775.0,1475.0,5.0,55.0
335000,2013,78301,0,1,1197.0,79.0,112.0,0.0,3585.0,1595.0,1550.0,5.0,35.0
1000000,2018,38000,1,0,2179.0,148.0,320.0,1.0,4788.0,1903.0,1791.0,7.0,60.0
220000,2009,126535,1,0,1197.0,80.0,111.0,0.0,3565.0,1595.0,1550.0,5.0,35.0
960000,2016,37079,0,0,1591.0,122.0,154.0,0.0,4270.0,1780.0,1630.0,5.0,60.0
7200000,2018,87200,0,0,2987.0,255.0,620.0,2.0,5130.0,1934.0,1850.0,7.0,100.0
1300000,2014,51000,0,1,1968.0,174.0,380.0,2.0,4385.0,1831.0,1608.0,5.0,64.0
375000,2013,39000,1,0,1198.0,74.0,110.0,0.0,3970.0,1682.0,1453.0,5.0,45.0
300000,2011,90000,1,1,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
3299000,2017,29999,0,0,1999.0,177.0,430.0,1.0,4795.0,1967.0,1416.0,5.0,56.0
565000,2014,100472,1,0,1948.0,90.0,190.0,0.0,4810.0,1918.0,1925.0,7.0,65.0
1798999,2016,84700,0,0,1968.0,174.0,380.0,2.0,4385.0,1831.0,1608.0,5.0,64.0
189000,2008,19759,1,0,796.0,47.0,62.0,0.0,3495.0,1475.0,1460.0,5.0,35.0
1875000,2014,66000,0,0,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
545000,2014,56000,1,0,1591.0,121.0,158.0,0.0,4370.0,1700.0,1475.0,5.0,43.0
1085000,2022,3383,1,0,998.0,118.0,172.0,0.0,3995.0,1770.0,1605.0,5.0,45.0
725000,2018,42000,1,0,1248.0,89.0,200.0,0.0,3995.0,1790.0,1640.0,5.0,48.0
1090000,2012,65000,0,1,1995.0,184.0,380.0,2.0,4648.0,1881.0,1661.0,5.0,67.0
900000,2019,17000,1,0,1199.0,89.0,110.0,0.0,3999.0,1734.0,1601.0,5.0,40.0
3400000,2016,38000,0,1,1995.0,188.0,400.0,1.0,4936.0,1868.0,1479.0,5.0,65.0
295000,2014,62500,1,0,1498.0,99.0,200.0,0.0,3990.0,1680.0,1505.0,5.0,35.0
2251000,2021,30229,0,0,1956.0,168.0,350.0,0.0,4598.0,1894.0,1706.0,5.0,50.0
9300000,2019,9000,0,0,3436.0,325.0,390.0,2.0,4491.0,1852.0,1304.0,4.0,68.0
430000,2016,26600,1,0,998.0,58.0,77.0,0.0,3599.0,1495.0,1700.0,5.0,35.0
600000,2017,86000,1,1,1248.0,89.0,200.0,0.0,4490.0,1730.0,1485.0,5.0,43.0
1595000,2017,86000,0,0,1999.0,153.0,192.0,0.0,4475.0,1850.0,1660.0,5.0,62.0
290000,2014,125000,1,0,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
375000,2013,29135,1,0,1197.0,83.0,113.0,0.0,3995.0,1710.0,1505.0,5.0,45.0
1200000,2015,50965,0,0,1984.0,150.0,350.0,0.0,4370.0,1783.0,1458.0,5.0,60.0
1525000,2014,72000,0,0,2982.0,169.0,360.0,1.0,4705.0,1840.0,1850.0,7.0,80.0
2675000,2016,28000,0,0,1991.0,181.0,300.0,1.0,4686.0,1810.0,1442.0,5.0,66.0
545000,2015,42000,0,0,1199.0,89.0,110.0,0.0,3955.0,1694.0,1544.0,5.0,40.0
7900000,2017,11850,0,0,2925.0,282.0,600.0,1.0,5246.0,1899.0,1494.0,5.0,70.0
195000,2010,32000,1,0,1198.0,89.0,110.0,0.0,3900.0,1695.0,1535.0,5.0,42.0
4550000,2021,24000,0,0,1995.0,188.0,400.0,1.0,4709.0,1827.0,1435.0,5.0,59.0
2499000,2015,50623,0,1,2179.0,188.0,420.0,2.0,4465.0,1900.0,1635.0,5.0,57.0
210000,2012,85000,1,4,2489.0,95.0,220.0,0.0,4520.0,1850.0,1895.0,7.0,55.0
1097000,2022,1700,1,0,1493.0,99.0,240.0,0.0,3995.0,1770.0,1605.0,5.0,45.0
1095000,2020,43260,0,0,1197.0,103.0,175.0,0.0,3971.0,1682.0,1469.0,5.0,45.0
325000,2015,67738,1,1,998.0,58.0,77.0,0.0,3599.0,1495.0,1700.0,5.0,35.0
1375000,2019,69000,1,0,2179.0,140.0,320.0,2.0,4456.0,1820.0,1995.0,7.0,60.0
975000,2012,93417,0,0,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
745000,2021,14722,1,0,1197.0,89.0,113.0,0.0,3845.0,1735.0,1530.0,5.0,37.0
2175000,2017,29000,1,0,2393.0,148.0,343.0,1.0,4735.0,1830.0,1795.0,7.0,55.0
1250000,2017,60200,0,0,1368.0,160.0,250.0,0.0,4395.0,1818.0,1640.0,5.0,60.0
500000,2017,140000,1,0,1248.0,74.0,190.0,0.0,3850.0,1695.0,1530.0,5.0,42.0
625000,2017,23798,1,0,1199.0,89.0,110.0,0.0,3999.0,1734.0,1601.0,5.0,40.0
250000,2011,55000,1,0,1497.0,118.0,146.0,0.0,4420.0,1695.0,1480.0,5.0,42.0
650000,2017,51000,0,0,1197.0,103.0,175.0,0.0,4384.0,1699.0,1466.0,5.0,55.0
310000,2014,49000,1,1,1198.0,87.0,109.0,0.0,3610.0,1680.0,1500.0,5.0,35.0
600000,2017,48000,1,0,1498.0,105.0,142.0,0.0,4315.0,1822.0,1695.0,5.0,50.0
1400000,2013,121000,0,0,1995.0,184.0,380.0,1.0,4899.0,2094.0,1464.0,5.0,52.00735218508998
295000,2013,74000,1,0,1498.0,89.0,204.0,0.0,4291.0,1722.0,1496.0,5.0,43.0
484999,2012,102000,1,1,2179.0,140.0,330.0,0.0,4585.0,1890.0,1785.0,7.0,70.0
4250000,2018,32000,0,0,1998.0,248.0,350.0,1.0,4936.0,1868.0,1479.0,5.0,57.0
1550000,2020,48400,0,0,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,3993.0,1811.0,1606.0,5.0,52.00735218508998
375000,2013,97000,1,0,2179.0,138.0,320.0,1.0,4655.0,1965.0,1922.0,7.0,55.0
1625000,2021,16000,0,0,1353.0,138.0,242.0,0.0,4315.0,1800.0,1645.0,5.0,50.0
5350000,2016,55700,0,0,2967.0,241.0,550.0,2.0,4855.0,1939.0,1705.0,5.0,85.0
4250000,2017,80000,0,0,2993.0,262.0,620.0,2.0,4922.0,2004.0,1745.0,5.0,80.0
480000,2014,115000,1,0,1498.0,89.0,204.0,0.0,3999.0,1765.0,1708.0,5.0,52.0
590000,2020,74000,1,0,1197.0,82.0,114.0,0.0,3805.0,1680.0,1520.0,5.0,37.0
561000,2015,61000,1,0,1396.0,89.0,220.0,0.0,3985.0,1734.0,1505.0,5.0,45.0
725000,2014,104814,1,0,1798.0,138.0,173.0,0.0,4540.0,1760.0,1480.0,5.0,55.0
645000,2013,17000,1,0,1797.0,147.0,177.0,0.0,4530.0,1775.0,1470.0,5.0,56.0
1695000,2015,60000,0,1,1968.0,174.0,380.0,2.0,4385.0,1831.0,1608.0,5.0,64.0
450000,2016,45000,1,0,1197.0,83.0,115.0,0.0,3850.0,1695.0,1530.0,5.0,42.0
1375000,2016,75811,1,0,2179.0,138.0,330.0,0.0,4585.0,1890.0,1785.0,7.0,70.0
1700000,2021,3813,1,0,1997.0,150.0,300.0,2.0,3985.0,1820.0,1855.0,4.0,57.0
525000,2016,64928,1,0,1197.0,83.0,115.0,0.0,3850.0,1695.0,1530.0,5.0,42.0
590000,2018,68500,1,0,1248.0,74.0,190.0,0.0,3995.0,1735.0,1515.0,5.0,37.0
1495000,2014,85000,0,0,2982.0,169.0,360.0,1.0,4705.0,1840.0,1850.0,7.0,80.0
3300000,2017,41296,0,0,1995.0,190.0,400.0,1.0,4899.0,2094.0,1464.0,5.0,65.0
385000,2013,72567,1,0,1498.0,99.0,200.0,0.0,3990.0,1680.0,1505.0,5.0,35.0
535000,2020,4295,1,0,998.0,67.0,90.0,0.0,3636.0,1475.0,1670.0,5.0,35.0
875000,2018,82000,1,0,1248.0,89.0,200.0,0.0,3995.0,1790.0,1640.0,5.0,48.0
295000,2010,33000,1,0,1298.0,87.0,113.0,0.0,4160.0,1690.0,1530.0,5.0,43.0
235000,2011,54000,1,0,1368.0,90.0,115.0,0.0,4560.0,1730.0,1487.0,5.0,45.0
969999,2018,68000,1,0,1582.0,126.0,260.0,0.0,4270.0,1780.0,1665.0,5.0,55.0
1700000,2022,8530,0,3,1498.0,119.0,145.0,0.0,4549.0,1748.0,1489.0,5.0,40.0
1789999,2018,46000,0,0,1999.0,153.0,192.0,0.0,4475.0,1850.0,1660.0,5.0,62.0
1964999,2020,26000,1,0,2694.0,164.0,245.0,1.0,4735.0,1830.0,1795.0,7.0,65.0
4000000,2014,39394,0,1,1984.0,208.0,350.0,2.0,4198.0,1842.0,1353.0,2.0,60.0
484999,2018,35000,0,0,1199.0,84.0,114.0,0.0,3746.0,1647.0,1535.0,5.0,35.0
580000,2019,17881,1,0,1197.0,83.0,115.0,0.0,3850.0,1695.0,1530.0,5.0,42.0
450000,2014,48409,1,1,1497.0,117.0,145.0,0.0,4440.0,1695.0,1495.0,5.0,40.0
355000,2020,40000,1,0,796.0,47.0,69.0,0.0,3395.0,1490.0,1475.0,5.0,35.0
2375000,2017,61643,0,0,1968.0,174.0,380.0,2.0,4385.0,1831.0,1608.0,5.0,64.0
6500000,2020,21000,0,1,1991.0,241.0,370.0,1.0,4686.0,1810.0,1409.0,4.0,59.0
1050000,2022,1500,1,0,1199.0,118.0,170.0,0.0,3993.0,1811.0,1606.0,5.0,44.0
445000,2014,38985,1,0,1498.0,99.0,205.0,0.0,3998.0,1765.0,1647.0,5.0,52.0
495000,2015,52000,1,0,1199.0,89.0,110.0,0.0,3955.0,1694.0,1544.0,5.0,40.0
275000,2011,42000,1,0,1197.0,79.0,112.0,0.0,3585.0,1595.0,1550.0,5.0,35.0
465000,2014,29442,0,0,1198.0,87.0,109.0,0.0,3990.0,1680.0,1505.0,5.0,35.0
1050000,2017,71800,1,0,1956.0,171.0,350.0,0.0,4395.0,1818.0,1640.0,5.0,60.0
4900000,2022,5000,0,0,1497.0,181.0,280.0,1.0,4686.0,1810.0,1442.0,5.0,66.0
695000,2020,18000,1,0,1197.0,68.0,95.0,0.0,3805.0,1680.0,1520.0,5.0,60.0
3210000,2018,37000,0,0,2755.0,174.0,450.0,1.0,4795.0,1855.0,1835.0,7.0,80.0
269000,2009,85000,1,1,1497.0,118.0,146.0,0.0,4420.0,1695.0,1480.0,5.0,42.0
445000,2018,65555,1,1,1186.0,74.0,190.0,0.0,3995.0,1660.0,1520.0,5.0,43.0
5950000,2021,35000,0,0,1999.0,177.0,430.0,2.0,4371.0,1996.0,1649.0,5.0,66.5
3800000,2018,87000,0,0,1995.0,190.0,400.0,2.0,4657.0,1881.0,1678.0,5.0,67.0
1000000,2018,42000,0,0,1591.0,122.0,154.0,0.0,4270.0,1780.0,1630.0,5.0,60.0
1490000,2018,68000,1,1,2179.0,140.0,320.0,2.0,4456.0,1820.0,1995.0,7.0,60.0
1550000,2022,600,1,0,1498.0,108.0,144.0,0.0,4323.0,1809.0,1650.0,5.0,48.0
199000,2011,192326,1,2,2179.0,120.0,250.0,0.0,4421.0,1780.0,1940.0,7.0,65.0
575000,2013,82000,1,3,1998.0,136.0,182.0,0.0,4555.0,1770.0,1755.0,8.0,55.0
484999,2017,86006,1,0,1364.0,67.0,170.0,0.0,3884.0,1695.0,1510.0,5.0,45.0
425000,2014,75000,1,0,1498.0,99.0,200.0,0.0,4440.0,1695.0,1495.0,5.0,40.0
1150000,2014,99000,1,0,2179.0,120.0,280.0,1.0,4456.0,1820.0,1995.0,8.0,60.0
3195000,2021,21651,0,0,1798.0,177.0,250.0,0.0,4861.0,1864.0,1483.0,5.0,66.0
725000,2016,84000,1,0,1396.0,89.0,220.0,0.0,3995.0,1760.0,1555.0,5.0,45.0
2450000,2014,65000,0,1,2997.0,254.0,619.0,2.0,4804.0,2141.0,1796.0,5.0,70.0
741000,2017,31000,0,0,1373.0,91.0,130.0,0.0,4490.0,1730.0,1485.0,5.0,43.0
7350000,2022,17000,0,0,1950.0,192.0,400.0,1.0,5063.0,1860.0,1494.0,5.0,80.0
1550000,2020,28000,1,0,2184.0,130.0,300.0,2.0,3985.0,1820.0,1920.0,6.0,57.0
645000,2015,64000,1,0,1498.0,99.0,200.0,0.0,4440.0,1695.0,1495.0,5.0,40.0
550000,2014,85000,1,0,1498.0,99.0,200.0,0.0,4440.0,1695.0,1495.0,5.0,40.0
595000,2017,35000,0,2,1197.0,83.0,115.0,0.0,3995.0,1745.0,1500.0,5.0,37.0
1595000,2015,44000,0,0,1984.0,150.0,350.0,0.0,4370.0,1783.0,1458.0,5.0,60.0
500000,2017,32000,0,1,998.0,67.0,90.0,0.0,3715.0,1635.0,1565.0,5.0,35.0
345000,2016,49857,1,0,998.0,67.0,90.0,0.0,3599.0,1495.0,1700.0,5.0,35.0
299000,2013,46000,1,0,998.0,67.0,90.0,0.0,3636.0,1475.0,1670.0,5.0,35.0
160000,2008,50000,1,1,1061.0,67.0,84.0,0.0,3520.0,1475.0,1690.0,5.0,35.0
570000,2017,36000,0,0,1197.0,83.0,115.0,0.0,3995.0,1745.0,1500.0,5.0,37.0
800000,2021,13000,0,0,999.0,99.0,152.0,0.0,3991.0,1750.0,1605.0,5.0,40.0
440000,2018,40000,1,0,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,3655.0,1620.0,1675.0,5.0,32.0
509999,2007,39000,0,2,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
315000,2013,45000,1,0,998.0,68.0,94.0,0.0,3515.0,1500.0,1510.0,5.0,32.0
227000,2011,87513,1,1,796.0,47.0,62.0,0.0,3495.0,1475.0,1460.0,5.0,35.0
1850000,2011,26000,0,0,3498.0,272.0,345.0,1.0,5226.0,2120.0,1479.0,5.0,90.0
610000,2022,3800,1,0,998.0,58.0,78.0,0.0,3565.0,1520.0,1564.0,4.0,55.0
1995000,2018,35123,1,0,2393.0,148.0,343.0,1.0,4735.0,1830.0,1795.0,8.0,55.0
1875000,2021,21000,0,0,1493.0,114.0,250.0,0.0,4315.0,1800.0,1645.0,5.0,50.0
1748999,2022,2670,0,0,1497.0,113.0,144.0,0.0,4300.0,1790.0,1635.0,5.0,50.0
640000,2016,124000,1,0,1598.0,105.0,250.0,0.0,4386.0,1699.0,1466.0,5.0,55.0
779000,2016,9889,1,0,1197.0,82.0,115.0,0.0,3985.0,1734.0,1505.0,5.0,45.0
1450000,2021,13000,0,0,1497.0,118.0,145.0,0.0,4440.0,1695.0,1495.0,5.0,40.0
890000,2018,35000,0,0,1198.0,108.0,170.0,0.0,3994.0,1811.0,1607.0,5.0,44.0
625000,2017,51145,1,0,1197.0,83.0,115.0,0.0,3995.0,1745.0,1500.0,5.0,37.0
8500000,2019,13000,0,0,2987.0,255.0,620.0,2.0,5130.0,1934.0,1850.0,7.0,100.0
2900000,2011,56000,0,2,4163.0,444.0,430.0,2.0,4649.0,1860.0,1366.0,5.0,64.0
434999,2010,120000,1,0,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
4550000,2018,45000,0,0,2143.0,168.0,400.0,2.0,4656.0,1890.0,1639.0,5.0,66.0
2500000,2017,82900,0,0,1968.0,174.0,350.0,0.0,4861.0,1864.0,1483.0,5.0,66.0
249000,2014,56843,1,1,796.0,47.0,69.0,0.0,3395.0,1490.0,1475.0,5.0,35.0
270000,2015,64000,1,0,1196.0,70.0,102.0,0.0,3795.0,1680.0,1427.0,5.0,45.0
825000,2019,9644,0,0,1197.0,82.0,113.0,0.0,3995.0,1735.0,1515.0,5.0,37.0
425000,2017,41624,0,1,998.0,67.0,90.0,0.0,3695.0,1600.0,1560.0,5.0,35.0
459999,2016,82844,1,0,1186.0,74.0,190.0,0.0,3765.0,1660.0,1520.0,5.0,43.0
980000,2011,78000,0,1,2497.0,204.0,245.0,1.0,4868.0,1854.0,1471.0,5.0,80.0
789000,2017,60444,1,0,1498.0,105.0,142.0,0.0,4315.0,1822.0,1695.0,5.0,50.0
5100000,2022,6000,0,0,1998.0,248.0,350.0,1.0,4633.0,1811.0,1429.0,5.0,57.0
775000,2014,125000,1,0,2179.0,120.0,280.0,1.0,4456.0,1820.0,1995.0,8.0,60.0
1400000,2019,13000,0,0,1591.0,122.0,154.0,0.0,4270.0,1780.0,1630.0,5.0,60.0
770000,2015,112000,1,0,1248.0,89.0,200.0,0.0,4265.0,1695.0,1685.0,7.0,45.0
445000,2012,54948,1,0,1248.0,75.0,190.0,0.0,3715.0,1680.0,1620.0,5.0,43.0
450000,2016,53300,1,0,1197.0,81.0,114.0,0.0,3765.0,1660.0,1520.0,5.0,43.0
840000,2019,34000,1,0,1497.0,117.0,145.0,0.0,4440.0,1695.0,1495.0,5.0,40.0
18500000,2021,21000,0,0,3982.0,463.0,700.0,1.0,5462.0,1899.0,1498.0,4.0,70.0
4000000,2017,25500,0,1,1999.0,177.0,430.0,2.0,4360.0,2120.0,1635.0,5.0,57.0
690000,2015,157662,1,1,1997.0,138.0,320.0,0.0,4585.0,1890.0,1785.0,7.0,70.0
2800000,2018,20000,0,0,2143.0,136.0,300.0,0.0,4630.0,1777.0,1432.0,5.0,56.0
525000,2018,78900,1,0,1120.0,71.0,160.0,0.0,3995.0,1660.0,1520.0,5.0,43.0
285000,2011,52000,1,0,998.0,59.0,77.0,0.0,3539.0,1475.0,1700.0,5.0,35.0
7780000,2022,11000,0,0,1950.0,192.0,400.0,1.0,5063.0,1860.0,1494.0,5.0,80.0
1989999,2018,103000,0,0,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4697.0,1882.0,1665.0,7.0,63.0
1200000,2017,95785,0,0,2179.0,154.0,400.0,1.0,4788.0,1903.0,1791.0,7.0,60.0
620000,2017,92000,1,0,1498.0,99.0,205.0,0.0,3998.0,1765.0,1647.0,5.0,52.0
5200000,2019,43000,0,0,1999.0,177.0,430.0,2.0,4731.0,2071.0,1651.0,5.0,82.0
1998999,2017,39328,0,0,2143.0,134.0,300.0,0.0,4630.0,1777.0,1432.0,5.0,56.0
2725000,2020,18625,0,0,2393.0,148.0,360.0,1.0,4735.0,1830.0,1795.0,7.0,55.0
590000,2019,26000,1,0,1197.0,83.0,115.0,0.0,3850.0,1695.0,1530.0,5.0,42.0
1489000,2014,81000,0,1,1995.0,112.0,270.0,0.0,4097.0,1789.0,1561.0,5.0,47.0
685000,2018,92000,0,0,1248.0,74.0,190.0,0.0,3995.0,1735.0,1515.0,5.0,37.0
1121000,2019,38000,1,0,2523.0,75.0,200.0,1.0,4456.0,1820.0,1930.0,7.0,60.0
114999,2012,93000,1,1,1368.0,90.0,116.0,0.0,4413.0,1703.0,1550.0,5.0,44.0
545000,2019,10340,1,0,998.0,67.0,90.0,0.0,3599.0,1495.0,1700.0,5.0,35.0
1350000,2015,47706,0,0,1968.0,174.0,380.0,2.0,4385.0,1831.0,1608.0,5.0,64.0
1299000,2021,13400,1,0,1462.0,103.0,138.0,0.0,4445.0,1775.0,1700.0,6.0,45.0
450000,2016,44613,1,0,1498.0,99.0,215.0,0.0,3995.0,1695.0,1525.0,5.0,40.0
9000000,2017,7000,0,0,1988.0,295.0,380.0,1.0,4379.0,1801.0,1295.0,2.0,54.0
550000,2019,29000,1,0,1197.0,83.0,115.0,0.0,3850.0,1695.0,1530.0,5.0,42.0
4390000,2020,23000,0,0,1995.0,188.0,400.0,1.0,4633.0,1811.0,1429.0,5.0,57.0
445000,2015,67580,1,0,998.0,58.0,77.0,0.0,3599.0,1495.0,1700.0,5.0,35.0
495000,2015,42000,1,0,1591.0,121.0,155.0,0.0,4375.0,1700.0,1475.0,5.0,43.0
360000,2015,16205,1,0,998.0,68.0,94.0,0.0,3515.0,1550.0,1510.0,5.0,32.0
345000,2007,92000,0,2,1995.0,120.0,170.0,2.0,4470.0,1810.0,1695.0,5.0,66.0
565000,2016,29000,0,0,1197.0,79.0,112.0,0.0,3765.0,1660.0,1520.0,5.0,43.0
9390000,2022,14000,0,0,1950.0,241.0,500.0,2.0,4924.0,2157.0,1772.0,5.0,93.0
615000,2017,69000,0,0,1493.0,100.0,240.0,1.0,3995.0,1835.0,1839.0,7.0,60.0
525000,2015,114635,1,0,1498.0,99.0,200.0,0.0,4440.0,1695.0,1495.0,5.0,40.0
2650000,2018,50000,0,1,1995.0,184.0,350.0,1.0,4454.0,2044.0,1545.0,5.0,63.0
3785000,2019,29221,0,0,1995.0,184.0,350.0,1.0,4454.0,2044.0,1545.0,5.0,63.0
1500000,2012,158000,0,0,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
1175000,2012,77000,0,1,1968.0,177.0,380.0,0.0,4915.0,1874.0,1455.0,5.0,65.0
6400000,2022,5500,0,3,1950.0,192.0,400.0,2.0,4658.0,1890.0,1644.0,5.0,66.0
1450000,2013,70000,0,1,1995.0,184.0,380.0,1.0,4624.0,2031.0,1429.0,5.0,60.0
4900000,2017,65341,0,1,2993.0,258.0,560.0,2.0,4886.0,1938.0,1762.0,5.0,52.00735218508998
1390000,2022,32000,0,0,1498.0,119.0,145.0,0.0,4549.0,1748.0,1489.0,5.0,40.0
35000000,2018,9500,0,0,3902.0,660.0,760.0,1.0,4568.0,1952.0,1213.0,2.0,78.0
2990000,2020,17904,0,0,1968.0,141.0,340.0,2.0,4486.0,1839.0,1672.0,5.0,71.0
2150000,2012,95000,0,0,2179.0,190.0,420.0,2.0,4355.0,2120.0,1635.0,5.0,57.0
315000,2013,72000,1,0,998.0,59.0,77.0,0.0,3539.0,1475.0,1700.0,5.0,35.0
71001,2004,65082,1,0,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
295000,2012,66240,1,2,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
8500000,2018,25275,0,0,2996.0,362.0,520.0,2.0,4891.0,2003.0,1719.0,5.0,93.0
400000,2016,67850,1,0,998.0,58.0,77.0,0.0,3599.0,1495.0,1700.0,5.0,35.0
49000,2010,60000,1,0,624.0,35.0,48.0,1.0,3099.0,1495.0,1652.0,4.0,15.0
379000,2012,88500,1,1,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
610000,2017,105000,1,0,1248.0,74.0,190.0,0.0,3850.0,1695.0,1530.0,5.0,42.0
1075000,2019,45000,0,0,1591.0,122.0,151.0,0.0,4270.0,1780.0,1665.0,5.0,55.0
7500000,2021,8000,0,0,1950.0,192.0,400.0,1.0,5063.0,1860.0,1494.0,5.0,80.0
1321000,2018,38000,0,0,1798.0,138.0,173.0,0.0,4620.0,1775.0,1475.0,5.0,55.0
950000,2020,55055,1,0,1248.0,89.0,200.0,0.0,4300.0,1785.0,1595.0,5.0,48.0
825000,2021,22000,1,0,1197.0,83.0,115.0,0.0,3995.0,1745.0,1500.0,5.0,37.0
1300000,2013,95000,1,1,2477.0,176.0,400.0,2.0,4695.0,1815.0,1840.0,7.0,70.0
465000,2014,25704,1,0,1197.0,85.0,114.0,0.0,3850.0,1695.0,1530.0,5.0,42.0
475000,2016,55353,1,1,1248.0,74.0,190.0,0.0,3995.0,1695.0,1555.0,5.0,42.0
1775000,2015,80000,0,0,1968.0,174.0,380.0,2.0,4385.0,1831.0,1608.0,5.0,64.0
825000,2018,62000,0,0,1197.0,103.0,175.0,0.0,4390.0,1699.0,1467.0,5.0,55.0
3450000,2019,41526,0,0,3198.0,197.0,470.0,2.0,4892.0,1860.0,1837.0,7.0,80.0
379000,2018,29434,1,1,1047.0,69.0,140.0,0.0,3746.0,1647.0,1535.0,5.0,35.0
240000,2017,42000,1,0,1198.0,67.0,104.0,0.0,3785.0,1635.0,1485.0,5.0,35.0
1525000,2021,14000,1,0,1497.0,114.0,144.0,0.0,4315.0,1800.0,1645.0,5.0,50.0
1400000,2014,35000,0,0,1995.0,184.0,380.0,1.0,4624.0,2031.0,1429.0,5.0,60.0
1044999,2012,75000,0,1,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
24000000,2016,6000,0,0,5204.0,602.0,560.0,2.0,4459.0,1924.0,1165.0,2.0,52.00735218508998
